CPTCode,CPTLongDesc
1018F,ASSESS DYSPNEA NOT PRESENT
1019F,ASSESS DYSPNEA PRESENT
1022F,PNEUMO IMM STATUS ASSESS
1026F,CO-MORBID CONDITION ASSESS
1030F,INFLUENZA IMM STATUS ASSESS
1034F,CURRENT TOBACCO SMOKER
1035F,SMOKELESS TOBACCO USER
1036F,TOBACCO NON-USER
1038F,PERSISTENT ASTHMA
1039F,INTERMITTENT ASTHMA
1040F,DSM-5 INFO MDD DOCD
1050F,HISTORY OF MOLE CHANGES
1055F,VISUAL FUNCT STATUS ASSESS
1060F,DOC PERM/CONT/PAROX ATR FIB
1061F,DOC LACK PERM&CONT&PAROX FIB
1065F,ISCHM STROKE SYMP LT3 HRSB/4
1066F,ISCHM STROKE SYMP GE3 HRSB/4
1070F,ALARM SYMP ASSESSED-ABSENT
1071F,ALARM SYMP ASSESSED-1+ PRSNT
1080F,DECIS MKR/ADVNCD PLAN DOC'D
1090F,PRES/ABSN URINE INCON ASSESS
1091F,URINE INCON CHARACTERIZED
11000,DEBRIDE INFECTED SKIN
11001,DEBRIDE INFECTED SKIN ADD-ON
11004,DEBRIDE GENITALIA & PERINEUM
11005,DEBRIDE ABDOM WALL
11006,DEBRIDE GENIT/PER/ABDOM WALL
11008,REMOVE MESH FROM ABD WALL
1100F,PTFALLS ASSESS-DOCD GE2>/YR
11010,DEBRIDE SKIN AT FX SITE
11011,DEBRIDE SKIN MUSC AT FX SITE
11012,DEB SKIN BONE AT FX SITE
1101F,PT FALLS ASSESS-DOCD LE1/YR
11040,"DEBRIDE SKIN, PARTIAL"
11041,"DEBRIDE SKIN, FULL"
11042,DEB SUBQ TISSUE 20 SQ CM/<
11043,DEB MUSC/FASCIA 20 SQ CM/<
11044,DEB BONE 20 SQ CM/<
11050,PARING OF BENIGN HYPERKERATOTIC LESION; SINGLE
11051,PARING OF BENIGN HYPERKERATOTIC LESION; 2-4 LESIONS
11052,PARING OF BENIGN HYPERKERATOTIC LESION;MORE THAN 4 LESIONS
11055,TRIM SKIN LESION
11056,TRIM SKIN LESIONS 2 TO 4
11057,TRIM SKIN LESIONS OVER 4
11060,DELETED CODE
11061,DELETED CODE
11062,DELETED CODE
11100,BIOPSY SKIN LESION
11101,BIOPSY SKIN ADD-ON
1110F,PT LFT INPT FAC W/IN 60 DAYS
1111F,DSCHRG MED/CURRENT MED MERGE
11200,REMOVAL OF SKIN TAGS <W/15
11201,REMOVE SKIN TAGS ADD-ON
11300,SHAVE SKIN LESION 0.5 CM/<
11301,SHAVE SKIN LESION 0.6-1.0 CM
11302,SHAVE SKIN LESION 1.1-2.0 CM
11303,SHAVE SKIN LESION >2.0 CM
11305,SHAVE SKIN LESION 0.5 CM/<
11306,SHAVE SKIN LESION 0.6-1.0 CM
11307,SHAVE SKIN LESION 1.1-2.0 CM
11308,SHAVE SKIN LESION >2.0 CM
11310,SHAVE SKIN LESION 0.5 CM/<
11311,SHAVE SKIN LESION 0.6-1.0 CM
11312,SHAVE SKIN LESION 1.1-2.0 CM
11313,SHAVE SKIN LESION >2.0 CM
11400,EXC TR-EXT B9+MARG 0.5 CM<
11401,EXC TR-EXT B9+MARG 0.6-1 CM
11402,EXC TR-EXT B9+MARG 1.1-2 CM
11403,EXC TR-EXT B9+MARG 2.1-3CM
11404,EXC TR-EXT B9+MARG 3.1-4 CM
11406,EXC TR-EXT B9+MARG >4.0 CM
11420,EXC H-F-NK-SP B9+MARG 0.5/<
11421,EXC H-F-NK-SP B9+MARG 0.6-1
11422,EXC H-F-NK-SP B9+MARG 1.1-2
11423,EXC H-F-NK-SP B9+MARG 2.1-3
11424,EXC H-F-NK-SP B9+MARG 3.1-4
11426,EXC H-F-NK-SP B9+MARG >4 CM
11440,EXC FACE-MM B9+MARG 0.5 CM/<
11441,EXC FACE-MM B9+MARG 0.6-1 CM
11442,EXC FACE-MM B9+MARG 1.1-2 CM
11443,EXC FACE-MM B9+MARG 2.1-3 CM
11444,EXC FACE-MM B9+MARG 3.1-4 CM
11446,EXC FACE-MM B9+MARG >4 CM
11450,REMOVAL SWEAT GLAND LESION
11451,REMOVAL SWEAT GLAND LESION
11462,REMOVAL SWEAT GLAND LESION
11463,REMOVAL SWEAT GLAND LESION
11470,REMOVAL SWEAT GLAND LESION
11471,REMOVAL SWEAT GLAND LESION
11600,EXC TR-EXT MAL+MARG 0.5 CM/<
11601,EXC TR-EXT MAL+MARG 0.6-1 CM
11602,EXC TR-EXT MAL+MARG 1.1-2 CM
11603,EXC TR-EXT MAL+MARG 2.1-3 CM
11604,EXC TR-EXT MAL+MARG 3.1-4 CM
11606,EXC TR-EXT MAL+MARG >4 CM
11620,EXC H-F-NK-SP MAL+MARG 0.5/<
11621,EXC S/N/H/F/G MAL+MRG 0.6-1
11622,EXC S/N/H/F/G MAL+MRG 1.1-2
11623,EXC S/N/H/F/G MAL+MRG 2.1-3
11624,EXC S/N/H/F/G MAL+MRG 3.1-4
11626,EXC S/N/H/F/G MAL+MRG >4 CM
11640,EXC F/E/E/N/L MAL+MRG 0.5CM<
11641,EXC F/E/E/N/L MAL+MRG 0.6-1
11642,EXC F/E/E/N/L MAL+MRG 1.1-2
11643,EXC F/E/E/N/L MAL+MRG 2.1-3
11644,EXC F/E/E/N/L MAL+MRG 3.1-4
11646,EXC F/E/E/N/L MAL+MRG >4 CM
11700,"DEBRIDEMENT OF NAILS, MANUAL, FIVE OR LESS"
11701,"DEBRIDEMENT OF NAILS, MANUAL; EACH ADDITIONAL FIVE OR LESS"
11710,"DEBRIDEMENT OF NAILS, ELECTRIC GRINDER; FIVE OR LESS"
11711,"DEBRIDEMENT OF NAILS, ELECTRIC GRINDER; EACH ADDITIONAL, FIVE OR LESS"
11719,TRIM NAIL(S) ANY NUMBER
11720,DEBRIDE NAIL 1-5
11721,DEBRIDE NAIL 6 OR MORE
11730,REMOVAL OF NAIL PLATE
11731,AVULSION OF NAIL PLATE; SECOND NAIL PLATE
11732,REMOVE NAIL PLATE ADD-ON
11740,DRAIN BLOOD FROM UNDER NAIL
11750,REMOVAL OF NAIL BED
11752,REMOVE NAIL BED/TIP
11755,BIOPSY NAIL UNIT
11760,REPAIR OF NAIL BED
11762,RECONSTRUCTION OF NAIL BED
11765,EXCISION OF NAIL FOLD TOE
11770,REMOVE PILONIDAL CYST SIMPLE
11771,REMOVE PILONIDAL CYST EXTEN
11772,REMOVE PILONIDAL CYST COMPL
11900,INJECT SKIN LESIONS </W 7
11901,INJECT SKIN LESIONS >7
11920,CORRECT SKIN COLOR 6.0 CM/<
11921,CORRECT SKN COLOR 6.1-20.0CM
11922,CORRECT SKIN COLOR EA 20.0CM
11950,TX CONTOUR DEFECTS 1 CC/<
11951,TX CONTOUR DEFECTS 1.1-5.0CC
11952,TX CONTOUR DEFECTS 5.1-10CC
11954,TX CONTOUR DEFECTS >10.0 CC
11960,INSERT TISSUE EXPANDER(S)
11970,REPLACE TISSUE EXPANDER
11971,REMOVE TISSUE EXPANDER(S)
11975,INSERT CONTRACEPTIVE CAP
11976,REMOVE CONTRACEPTIVE CAPSULE
11977,REMOVAL/REINSERT CONTRA CAP
11980,IMPLANT HORMONE PELLET(S)
11981,INSERT DRUG IMPLANT DEVICE
11982,REMOVE DRUG IMPLANT DEVICE
11983,REMOVE/INSERT DRUG IMPLANT
12001,RPR S/N/AX/GEN/TRNK 2.5CM/<
12002,RPR S/N/AX/GEN/TRNK2.6-7.5CM
12004,RPR S/N/AX/GEN/TRK7.6-12.5CM
12005,RPR S/N/A/GEN/TRK12.6-20.0CM
12006,RPR S/N/A/GEN/TRK20.1-30.0CM
12007,RPR S/N/AX/GEN/TRNK >30.0 CM
12011,RPR F/E/E/N/L/M 2.5 CM/<
12013,RPR F/E/E/N/L/M 2.6-5.0 CM
12014,RPR F/E/E/N/L/M 5.1-7.5 CM
12015,RPR F/E/E/N/L/M 7.6-12.5 CM
12016,RPR FE/E/EN/L/M 12.6-20.0 CM
12017,RPR FE/E/EN/L/M 20.1-30.0 CM
12018,RPR F/E/E/N/L/M >30.0 CM
12020,CLOSURE OF SPLIT WOUND
12021,CLOSURE OF SPLIT WOUND
12031,INTMD RPR S/A/T/EXT 2.5 CM/<
12032,INTMD RPR S/A/T/EXT 2.6-7.5
12034,INTMD RPR S/TR/EXT 7.6-12.5
12035,INTMD RPR S/A/T/EXT 12.6-20
12036,INTMD RPR S/A/T/EXT 20.1-30
12037,INTMD RPR S/TR/EXT >30.0 CM
12041,INTMD RPR N-HF/GENIT 2.5CM/<
12042,INTMD RPR N-HF/GENIT2.6-7.5
12044,INTMD RPR N-HF/GENIT7.6-12.5
12045,INTMD RPR N-HF/GENIT12.6-20
12046,INTMD RPR N-HF/GENIT20.1-30
12047,INTMD RPR N-HF/GENIT >30.0CM
12051,INTMD RPR FACE/MM 2.5 CM/<
12052,INTMD RPR FACE/MM 2.6-5.0 CM
12053,INTMD RPR FACE/MM 5.1-7.5 CM
12054,INTMD RPR FACE/MM 7.6-12.5CM
12055,INTMD RPR FACE/MM 12.6-20 CM
19125,EXCISION BREAST LESION
19126,EXCISION ADDL BREAST LESION
19140,REMOVAL OF BREAST TISSUE
19160,PARTIAL MASTECTOMY
19162,P-MASTECTOMY W/LN REMOVAL
19180,REMOVAL OF BREAST
19182,REMOVAL OF BREAST
19184,DELETED CODE
19185,DELETED CODE
19186,DELETED CODE
19187,DELETED CODE
19200,REMOVAL OF BREAST
19211,DELETED CODE
19212,DELETED CODE
19213,DELETED CODE
19214,DELETED CODE
19215,DELETED CODE
19216,DELETED CODE
19220,REMOVAL OF BREAST
19224,DELETED CODE
19225,DELETED CODE
19226,DELETED CODE
19227,DELETED CODE
19228,DELETED CODE
19229,DELETED CODE
19240,REMOVAL OF BREAST
19250,DELETED CODE
19251,DELETED CODE
19252,DELETED CODE
19253,DELETED CODE
19254,DELETED CODE
19255,DELETED CODE
19260,REMOVAL OF CHEST WALL LESION
19271,REVISION OF CHEST WALL
19272,EXTENSIVE CHEST WALL SURGERY
19290,PLACE NEEDLE WIRE BREAST
19291,PLACE NEEDLE WIRE BREAST
19295,PLACE BREAST CLIP PERCUT
19296,PLACE PO BREAST CATH FOR RAD
19297,PLACE BREAST CATH FOR RAD
19298,PLACE BREAST RAD TUBE/CATHS
19300,REMOVAL OF BREAST TISSUE
19301,PARTIAL MASTECTOMY
19302,P-MASTECTOMY W/LN REMOVAL
19303,MAST SIMPLE COMPLETE
19304,MAST SUBQ
19305,MAST RADICAL
19306,MAST RAD URBAN TYPE
19307,MAST MOD RAD
19310,DELETED CODE
19311,DELETED CODE
19316,SUSPENSION OF BREAST
19318,REDUCTION OF LARGE BREAST
19324,ENLARGE BREAST
19325,ENLARGE BREAST WITH IMPLANT
19328,REMOVAL OF BREAST IMPLANT
19330,REMOVAL OF IMPLANT MATERIAL
19340,IMMEDIATE BREAST PROSTHESIS
19342,DELAYED BREAST PROSTHESIS
19350,BREAST RECONSTRUCTION
19355,CORRECT INVERTED NIPPLE(S)
19357,BREAST RECONSTRUCTION
19360,DELETED CODE
19361,BREAST RECONSTR W/LAT FLAP
19362,DELETED CODE
19364,BREAST RECONSTRUCTION
19366,BREAST RECONSTRUCTION
19367,BREAST RECONSTRUCTION
19368,BREAST RECONSTRUCTION
19369,BREAST RECONSTRUCTION
19370,SURGERY OF BREAST CAPSULE
19371,REMOVAL OF BREAST CAPSULE
19380,REVISE BREAST RECONSTRUCTION
19396,DESIGN CUSTOM BREAST IMPLANT
19499,BREAST SURGERY PROCEDURE
20000,INCISION OF ABSCESS
20005,I&D ABSCESS SUBFASCIAL
2000F,BLOOD PRESSURE MEASURE
20010,DELETED CODE
2001F,WEIGHT RECORD
2002F,CLIN SIGN VOL OVRLD ASSESS
2003F,AUSCULTATION HEART PERFORM
2004F,INITIAL EXAM INVOLVED JOINTS
20100,EXPLORE WOUND NECK
20101,EXPLORE WOUND CHEST
20102,EXPLORE WOUND ABDOMEN
20103,EXPLORE WOUND EXTREMITY
2010F,VITAL SIGNS RECORDED
2014F,MENTAL STATUS ASSESS
20150,EXCISE EPIPHYSEAL BAR
2018F,HYDRATION STATUS ASSESS
2019F,DILATED MACUL EXAM DONE
20200,MUSCLE BIOPSY
20205,DEEP MUSCLE BIOPSY
20206,NEEDLE BIOPSY MUSCLE
2020F,DILATED FUNDUS EVAL DONE
2021F,DILAT MACULAR EXAM DONE
20220,BONE BIOPSY TROCAR/NEEDLE
20225,BONE BIOPSY TROCAR/NEEDLE
2022F,DIL RETINA EXAM INTERP REV
20240,BONE BIOPSY OPEN SUPERFICIAL
20245,BONE BIOPSY OPEN DEEP
2024F,7 FIELD PHOTO INTERP DOC REV
20250,OPEN BONE BIOPSY
20251,OPEN BONE BIOPSY
2026F,EYE IMAGE VALID TO DX REV
2027F,OPTIC NERVE HEAD EVAL DONE
2028F,FOOT EXAM PERFORMED
2029F,COMPLETE PHYS SKIN EXAM DONE
2030F,H2O STAT DOCD NORMAL
2031F,H2O STAT DOCD DEHYDRATED
20500,INJECTION OF SINUS TRACT
20501,INJECT SINUS TRACT FOR X-RAY
20520,REMOVAL OF FOREIGN BODY
20525,REMOVAL OF FOREIGN BODY
20526,THER INJECTION CARP TUNNEL
20550,INJ TENDON SHEATH/LIGAMENT
20551,INJ TENDON ORIGIN/INSERTION
20552,INJ TRIGGER POINT 1/2 MUSCL
20553,INJECT TRIGGER POINTS 3/>
20600,DRAIN/INJ JOINT/BURSA W/O US
20605,DRAIN/INJ JOINT/BURSA W/O US
20610,DRAIN/INJ JOINT/BURSA W/O US
20612,ASPIRATE/INJ GANGLION CYST
20615,TREATMENT OF BONE CYST
20650,INSERT AND REMOVE BONE PIN
20660,APPLY REM FIXATION DEVICE
20661,APPLICATION OF HEAD BRACE
20662,APPLICATION OF PELVIS BRACE
20663,APPLICATION OF THIGH BRACE
20664,APPLICATION OF HALO
20665,REMOVAL OF FIXATION DEVICE
15336,APLY ACELL GRFT F/N/HF/G ADD
15340,APPLY CULT SKIN SUBSTITUTE
15341,APPLY CULT SKIN SUB ADD-ON
15342,"CULTURED SKIN GRAFT, 25 CM"
15343,CULTURE SKN GRAFT ADDL 25 CM
15350,SKIN HOMOGRAFT
15351,SKIN HOMOGRAFT ADD-ON
15360,APPLY CULT DERM SUB T/A/L
15361,APLY CULT DERM SUB T/A/L ADD
15365,APPLY CULT DERM SUB F/N/HF/G
15366,APPLY CULT DERM F/HF/G ADD
15400,APPLY SKIN XENOGRAFT T/A/L
15401,APPLY SKN XENOGRFT T/A/L ADD
15410,DELETED CODE
15411,DELETED CODE
15412,DELETED CODE
15413,DELETED CODE
15414,DELETED CODE
15415,DELETED CODE
15416,DELETED CODE
15420,APPLY SKIN XGRAFT F/N/HF/G
15421,APPLY SKN XGRFT F/N/HF/G ADD
15430,APPLY ACELLULAR XENOGRAFT
15431,APPLY ACELLULAR XGRAFT ADD
15500,DELETED CODE
15501,DELETED CODE
15502,DELETED CODE
15503,DELETED CODE
15504,DELETED CODE
15505,DELETED CODE
15506,DELETED CODE
15507,DELETED CODE
15508,DELETED CODE
15509,DELETED CODE
15510,DELETED CODE
15511,DELETED CODE
15512,DELETED CODE
15513,DELETED CODE
15514,DELETED CODE
15515,DELETED CODE
15540,DELETED CODE
15541,DELETED CODE
15542,DELETED CODE
15543,DELETED CODE
15544,DELETED CODE
15545,DELETED CODE
15546,DELETED CODE
15547,DELETED CODE
15548,DELETED CODE
15549,DELETED CODE
15550,DELETED CODE
15551,DELETED CODE
15552,DELETED CODE
15553,DELETED CODE
15554,DELETED CODE
15555,DELETED CODE
15570,SKIN PEDICLE FLAP TRUNK
15572,SKIN PEDICLE FLAP ARMS/LEGS
15574,PEDCLE FH/CH/CH/M/N/AX/G/H/F
15576,PEDICLE E/N/E/L/NTRORAL
15580,ATTACH SKIN PEDICLE GRAFT
15600,DELAY FLAP TRUNK
15610,DELAY FLAP ARMS/LEGS
15620,DELAY FLAP F/C/C/N/AX/G/H/F
15625,SKIN GRAFT
15630,DELAY FLAP EYE/NOS/EAR/LIP
15650,TRANSFER SKIN PEDICLE FLAP
15700,DELETED CODE
15701,DELETED CODE
15702,DELETED CODE
15703,DELETED CODE
15704,DELETED CODE
15705,DELETED CODE
15706,DELETED CODE
15707,DELETED CODE
15708,DELETED CODE
15709,DELETED CODE
15710,DELETED CODE
15711,DELETED CODE
15712,DELETED CODE
15713,DELETED CODE
15714,DELETED CODE
15715,DELETED CODE
15716,DELETED CODE
15717,DELETED CODE
15718,DELETED CODE
15719,DELETED CODE
15720,DELETED CODE
15721,DELETED CODE
15722,DELETED CODE
15723,DELETED CODE
15724,DELETED CODE
15725,DELETED CODE
15726,DELETED CODE
15727,DELETED CODE
15728,DELETED CODE
15729,DELETED CODE
15730,MDFC FLAP W/PRSRV VASC PEDCL
15731,FOREHEAD FLAP W/VASC PEDICLE
15732,MUSCLE-SKIN GRAFT HEAD/NECK
15734,MUSCLE-SKIN GRAFT TRUNK
15736,MUSCLE-SKIN GRAFT ARM
15738,MUSCLE-SKIN GRAFT LEG
15740,ISLAND PEDICLE FLAP GRAFT
15745,DELETED CODE
15750,NEUROVASCULAR PEDICLE FLAP
15755,DELETED CODE
15756,FREE MYO/SKIN FLAP MICROVASC
15757,FREE SKIN FLAP MICROVASC
15758,FREE FASCIAL FLAP MICROVASC
15760,COMPOSITE SKIN GRAFT
15770,DERMA-FAT-FASCIA GRAFT
15775,HAIR TRNSPL 1-15 PUNCH GRFTS
15776,HAIR TRNSPL >15 PUNCH GRAFTS
15780,DERMABRASION TOTAL FACE
15781,DERMABRASION SEGMENTAL FACE
15782,DERMABRASION OTHER THAN FACE
15783,DERMABRASION SUPRFL ANY SITE
15785,DELETED CODE
15786,ABRASION LESION SINGLE
15787,ABRASION LESIONS ADD-ON
15788,CHEMICAL PEEL FACE EPIDERM
15789,CHEMICAL PEEL FACE DERMAL
15790,DELETED CODE
15791,DELETED CODE
15792,CHEMICAL PEEL NONFACIAL
15793,CHEMICAL PEEL NONFACIAL
15800,DELETED CODE
15810,SALABRASION
15811,SALABRASION
15819,PLASTIC SURGERY NECK
15820,REVISION OF LOWER EYELID
15821,REVISION OF LOWER EYELID
15822,REVISION OF UPPER EYELID
15823,REVISION OF UPPER EYELID
15824,REMOVAL OF FOREHEAD WRINKLES
15825,REMOVAL OF NECK WRINKLES
15826,REMOVAL OF BROW WRINKLES
15827,DELETED CODE
15828,REMOVAL OF FACE WRINKLES
15829,REMOVAL OF SKIN WRINKLES
15830,EXC SKIN ABD
15831,EXCISE EXCESSIVE SKIN TISSUE
15832,EXCISE EXCESSIVE SKIN THIGH
15833,EXCISE EXCESSIVE SKIN LEG
15834,EXCISE EXCESSIVE SKIN HIP
15835,EXCISE EXCESSIVE SKIN BUTTCK
15836,EXCISE EXCESSIVE SKIN ARM
15837,EXCISE EXCESS SKIN ARM/HAND
15838,EXCISE EXCESS SKIN FAT PAD
15839,EXCISE EXCESS SKIN & TISSUE
15840,NERVE PALSY FASCIAL GRAFT
15841,NERVE PALSY MUSCLE GRAFT
15842,NERVE PALSY MICROSURG GRAFT
15845,SKIN AND MUSCLE REPAIR FACE
15847,EXC SKIN ABD ADD-ON
15850,REMOVE SUTURES SAME SURGEON
15851,REMOVE SUTURES DIFF SURGEON
15852,DRESSING CHANGE NOT FOR BURN
15860,TEST FOR BLOOD FLOW IN GRAFT
15875,DELETED CODE
15876,SUCTION LIPECTOMY HEAD&NECK
15877,SUCTION LIPECTOMY TRUNK
15878,SUCTION LIPECTOMY UPR EXTREM
15879,SUCTION LIPECTOMY LWR EXTREM
15920,REMOVAL OF TAIL BONE ULCER
15922,REMOVAL OF TAIL BONE ULCER
15930,DELETED CODE
15931,REMOVE SACRUM PRESSURE SORE
15932,DELETED CODE
15933,REMOVE SACRUM PRESSURE SORE
15934,REMOVE SACRUM PRESSURE SORE
15935,REMOVE SACRUM PRESSURE SORE
15936,REMOVE SACRUM PRESSURE SORE
15937,REMOVE SACRUM PRESSURE SORE
15940,REMOVE HIP PRESSURE SORE
15941,REMOVE HIP PRESSURE SORE
15942,DELETED CODE
15943,DELETED CODE
15944,REMOVE HIP PRESSURE SORE
15945,REMOVE HIP PRESSURE SORE
15946,REMOVE HIP PRESSURE SORE
15950,REMOVE THIGH PRESSURE SORE
15951,REMOVE THIGH PRESSURE SORE
15952,REMOVE THIGH PRESSURE SORE
15953,REMOVE THIGH PRESSURE SORE
15954,DELETED CODE
15955,DELETED CODE
15956,REMOVE THIGH PRESSURE SORE
15958,REMOVE THIGH PRESSURE SORE
15960,DELETED CODE
15961,DELETED CODE
15962,DELETED CODE
15963,DELETED CODE
15964,DELETED CODE
15965,DELETED CODE
15966,DELETED CODE
15967,DELETED CODE
15968,DELETED CODE
15969,DELETED CODE
15970,DELETED CODE
15971,DELETED CODE
15972,DELETED CODE
15973,DELETED CODE
15974,DELETED CODE
15975,DELETED CODE
15976,DELETED CODE
15977,DELETED CODE
15978,DELETED CODE
15979,DELETED CODE
15980,DELETED CODE
15981,DELETED CODE
15982,DELETED CODE
15983,DELETED CODE
15999,REMOVAL OF PRESSURE SORE
16000,INITIAL TREATMENT OF BURN(S)
16010,TREATMENT OF BURN(S)
16015,TREATMENT OF BURN(S)
16020,DRESS/DEBRID P-THICK BURN S
16025,DRESS/DEBRID P-THICK BURN M
16030,DRESS/DEBRID P-THICK BURN L
16035,INCISION OF BURN SCAB INITI
16036,ESCHAROTOMY ADDL INCISION
16040,DELETED CODE
16041,DELETED CODE
16042,DELETED CODE
17000,DESTRUCT PREMALG LESION
17001,DELETED CODE
17002,DELETED CODE
17003,DESTRUCT PREMALG LES 2-14
17004,DESTROY PREMAL LESIONS 15/>
17010,DELETED CODE
17100,"DESTRUCTION, BENIGN LESION, FIRST LESION"
17101,DELETED CODE
17102,DELETED CODE
17103,DELETED CODE
17104,DELETED CODE
17105,DELETED CODE
17106,DESTRUCTION OF SKIN LESIONS
17107,DESTRUCTION OF SKIN LESIONS
17108,DESTRUCTION OF SKIN LESIONS
17110,DESTRUCT B9 LESION 1-14
17111,DESTRUCT LESION 15 OR MORE
17200,DELETED CODE
17201,DELETED CODE
17250,CHEM CAUT OF GRANLTJ TISSUE
17260,DESTRUCTION OF SKIN LESIONS
17261,DESTRUCTION OF SKIN LESIONS
17262,DESTRUCTION OF SKIN LESIONS
17263,DESTRUCTION OF SKIN LESIONS
17264,DESTRUCTION OF SKIN LESIONS
17266,DESTRUCTION OF SKIN LESIONS
17270,DESTRUCTION OF SKIN LESIONS
17271,DESTRUCTION OF SKIN LESIONS
17272,DESTRUCTION OF SKIN LESIONS
17273,DESTRUCTION OF SKIN LESIONS
17274,DESTRUCTION OF SKIN LESIONS
17276,DESTRUCTION OF SKIN LESIONS
17280,DESTRUCTION OF SKIN LESIONS
17281,DESTRUCTION OF SKIN LESIONS
17282,DESTRUCTION OF SKIN LESIONS
17283,DESTRUCTION OF SKIN LESIONS
17284,DESTRUCTION OF SKIN LESIONS
17286,DESTRUCTION OF SKIN LESIONS
17300,DELETED CODE
17301,DELETED CODE
17302,DELETED CODE
17303,DELETED CODE
17304,"1 STAGE MOHS, UP TO 5 SPEC"
17305,"2 STAGE MOHS, UP TO 5 SPEC"
17306,"3 STAGE MOHS, UP TO 5 SPEC"
17307,MOHS ADDL STAGE UP TO 5 SPEC
17310,MOHS ANY STAGE > 5 SPEC EACH
17311,MOHS 1 STAGE H/N/HF/G
17312,MOHS ADDL STAGE
17313,MOHS 1 STAGE T/A/L
17314,MOHS ADDL STAGE T/A/L
17315,MOHS SURG ADDL BLOCK
17340,CRYOTHERAPY OF SKIN
17360,SKIN PEEL THERAPY
17380,HAIR REMOVAL BY ELECTROLYSIS
17999,SKIN TISSUE PROCEDURE
19000,DRAINAGE OF BREAST LESION
19001,DRAIN BREAST LESION ADD-ON
19020,INCISION OF BREAST LESION
19030,INJECTION FOR BREAST X-RAY
19100,BX BREAST PERCUT W/O IMAGE
19101,BIOPSY OF BREAST OPEN
19102,BX BREAST PERCUT W/IMAGE
19103,BX BREAST PERCUT W/DEVICE
19105,CRYOSURG ABLATE FA EACH
19110,NIPPLE EXPLORATION
19112,EXCISE BREAST DUCT FISTULA
19120,REMOVAL OF BREAST LESION
22999,ABDOMEN SURGERY PROCEDURE
23000,REMOVAL OF CALCIUM DEPOSITS
23020,RELEASE SHOULDER JOINT
23030,DRAIN SHOULDER LESION
23031,DRAIN SHOULDER BURSA
23035,DRAIN SHOULDER BONE LESION
23036,DELETED CODE
23040,EXPLORATORY SHOULDER SURGERY
23042,DELETED CODE
23044,EXPLORATORY SHOULDER SURGERY
23065,BIOPSY SHOULDER TISSUES
23066,BIOPSY SHOULDER TISSUES
23075,EXC SHOULDER LES SC < 3 CM
23076,EXC SHOULDER TUM DEEP < 5 CM
23077,RESECT SHOULDER TUMOR < 5 CM
23100,BIOPSY OF SHOULDER JOINT
23101,SHOULDER JOINT SURGERY
23105,REMOVE SHOULDER JOINT LINING
23106,INCISION OF COLLARBONE JOINT
23107,EXPLORE TREAT SHOULDER JOINT
23110,DELETED CODE
23120,PARTIAL REMOVAL COLLAR BONE
23125,REMOVAL OF COLLAR BONE
23130,REMOVE SHOULDER BONE PART
23140,REMOVAL OF BONE LESION
23145,REMOVAL OF BONE LESION
23146,REMOVAL OF BONE LESION
23150,REMOVAL OF HUMERUS LESION
23155,REMOVAL OF HUMERUS LESION
23156,REMOVAL OF HUMERUS LESION
23170,REMOVE COLLAR BONE LESION
23171,DELETED CODE
23172,REMOVE SHOULDER BLADE LESION
23173,DELETED CODE
23174,REMOVE HUMERUS LESION
23175,DELETED CODE
23180,REMOVE COLLAR BONE LESION
23181,DELETED CODE
23182,REMOVE SHOULDER BLADE LESION
23183,DELETED CODE
23184,REMOVE HUMERUS LESION
23185,DELETED CODE
23190,PARTIAL REMOVAL OF SCAPULA
23195,REMOVAL OF HEAD OF HUMERUS
23200,RESECT CLAVICLE TUMOR
23210,RESECT SCAPULA TUMOR
23220,RESECT PROX HUMERUS TUMOR
23221,PARTIAL REMOVAL OF HUMERUS
23222,PARTIAL REMOVAL OF HUMERUS
23330,REMOVE SHOULDER FOREIGN BODY
23331,REMOVE SHOULDER FOREIGN BODY
23332,REMOVE SHOULDER FOREIGN BODY
24495,DECOMPRESSION OF FOREARM
24498,REINFORCE HUMERUS
24500,TREAT HUMERUS FRACTURE
24505,TREAT HUMERUS FRACTURE
24506,DELETED CODE
24510,DELETED CODE
24515,TREAT HUMERUS FRACTURE
24516,TREAT HUMERUS FRACTURE
24530,TREAT HUMERUS FRACTURE
24531,DELETED CODE
24535,TREAT HUMERUS FRACTURE
24536,DELETED CODE
24538,TREAT HUMERUS FRACTURE
24540,DELETED CODE
24542,DELETED CODE
24545,TREAT HUMERUS FRACTURE
24546,TREAT HUMERUS FRACTURE
24560,TREAT HUMERUS FRACTURE
24565,TREAT HUMERUS FRACTURE
24566,TREAT HUMERUS FRACTURE
24570,DELETED CODE
24575,TREAT HUMERUS FRACTURE
24576,TREAT HUMERUS FRACTURE
23350,INJECTION FOR SHOULDER X-RAY
23355,DELETED CODE
23356,DELETED CODE
23357,DELETED CODE
23358,DELETED CODE
23395,MUSCLE TRANSFER SHOULDER/ARM
23397,MUSCLE TRANSFERS
23400,FIXATION OF SHOULDER BLADE
23405,INCISION OF TENDON & MUSCLE
23406,INCISE TENDON(S) & MUSCLE(S)
23410,REPAIR ROTATOR CUFF ACUTE
23412,REPAIR ROTATOR CUFF CHRONIC
23415,RELEASE OF SHOULDER LIGAMENT
23420,REPAIR OF SHOULDER
23430,REPAIR BICEPS TENDON
23440,REMOVE/TRANSPLANT TENDON
23450,REPAIR SHOULDER CAPSULE
23455,REPAIR SHOULDER CAPSULE
